Particle,Total_Gamma_Events,Mean_Energy_MeV,Std_Energy_MeV,Median_Energy_MeV,Min_Energy_MeV,Max_Energy_MeV,Gamma_Yield_per_Proton,P1_Energy_MeV,P5_Energy_MeV,P10_Energy_MeV,P25_Energy_MeV,P50_Energy_MeV,P75_Energy_MeV,P90_Energy_MeV,P95_Energy_MeV,P99_Energy_MeV
150 MeV Proton,14282849,2.172322263268013,2.0812969105867,1.58875885552396,0.0009957945527054755,49.025183925223985,1.0,0.04384335367540632,0.10906528120578289,0.18822091396057372,0.5077087740300721,1.58875885552396,3.4002112012796926,4.950088413383858,6.118099793704065,7.823563276008743
